Condo Name,District,Date Posted,Agent Id,Price,Beds,Bathrooms,Sq Feet,Sq Meter
River Place ,D03,"16 Mar, 2014",309672,"SGD 9,000 (Negotiable)",3,0,"2,357 sqft",219 sqm
Costa Del Sol ,D16,"16 Mar, 2014",333911,"SGD 6,600 (Guide Price)",4,0,"1,561 sqft",145 sqm
The Minton ,D19,"16 Mar, 2014",309672,"SGD 3,500 ",2,0,"1,200 sqft",111 sqm
Orchard Scotts ,D09,"16 Mar, 2014",309672,"SGD 10,300 ",3,0,"1,625 sqft",151 sqm
Cabana ,D28,"16 Mar, 2014",309672,"SGD 6,800 ",4,0,"2,885 sqft",268 sqm
Icon ,D02,"16 Mar, 2014",309672,"SGD 6,500 ",2,1,"1,050 sqft",98 sqm
Reflections At Keppel Bay ,D04,"16 Mar, 2014",309672,"SGD 5,300 (Negotiable)",2,0,861 sqft,80 sqm
19 Shelford ,D11,"16 Mar, 2014",324298,"SGD 3,300 (Guide Price)",2,1,764 sqft,71 sqm
The Waterside ,D15,"16 Mar, 2014",333911,"SGD 7,000 (Negotiable)",3,0,"2,142 sqft",199 sqm
The Coast At Sentosa Cove ,D04,"16 Mar, 2014",309672,"SGD 14,000 (Negotiable)",3,3,"3,541 sqft",329 sqm
L'Viv ,D11,"16 Mar, 2014",309672,"SGD 5,900 ",2,0,990 sqft,92 sqm
Park Infinia At Wee Nam ,D11,"16 Mar, 2014",309672,"SGD 5,500 (Guide Price)",2,0,893 sqft,83 sqm
Centro Residences ,D20,"16 Mar, 2014",309672,"SGD 4,800 ",2,0,"1,453 sqft",135 sqm
Vista Residences ,D12,"16 Mar, 2014",309672,"SGD 3,300 ",1,0,635 sqft,59 sqm
Pebble Bay ,D15,"16 Mar, 2014",333911,"SGD 6,800 (Offers in Excess of)",3,0,"1,894 sqft",176 sqm
Centro Residences ,D20,"16 Mar, 2014",309672,"SGD 3,900 ",2,0,764 sqft,71 sqm
International Plaza ,D02,"16 Mar, 2014",284638,"SGD 3,000 (Price on Ask)",1,0,431 sqft,40 sqm
The Palladium ,D15,"16 Mar, 2014",282656,"SGD 4,200 (Negotiable)",2,2,883 sqft,82 sqm
Waterfront Key ,D16,"16 Mar, 2014",282656,"SGD 4,300 (Negotiable)",3,3,"1,227 sqft",114 sqm
Soleil @ Sinaran ,D11,"16 Mar, 2014",284638,"SGD 10,000 (Negotiable)",4,0,"1,700 sqft",158 sqm
Parc Emily ,D09,"16 Mar, 2014",284638,"SGD 4,100 (Negotiable)",1,0,549 sqft,51 sqm
Aspen Heights ,D09,"16 Mar, 2014",284638,"SGD 4,400 (Guide Price)",2,0,883 sqft,82 sqm
Skypark@Sommerset ,D09,"16 Mar, 2014",284638,"SGD 20,000 ",4,0,"3,347 sqft",311 sqm
Skypark@Sommerset ,D09,"16 Mar, 2014",284638,"SGD 32,000 ",4,0,"5,974 sqft",555 sqm
Thomson 800 ,D11,"16 Mar, 2014",302535,"SGD 5,200 (Negotiable)",3,4,"1,625 sqft",151 sqm
The Waterside ,D15,"16 Mar, 2014",333911,"SGD 7,900 (Negotiable)",4,0,"2,411 sqft",224 sqm
The Verv@Rv ,D09,"16 Mar, 2014",312452,"SGD 5,500 ",2,2,"1,130 sqft",105 sqm
The Verv@Rv ,D09,"16 Mar, 2014",312452,"SGD 5,800 ",2,2,"1,130 sqft",105 sqm
The Metropolitan Condo ,D03,"16 Mar, 2014",294834,"SGD 6,500 (Guide Price)",3,3,"1,399 sqft",130 sqm
10 Shelford ,D11,"16 Mar, 2014",284638,"SGD 4,000 (Guide Price)",1,1,840 sqft,78 sqm
Hundred Trees ,D05,"16 Mar, 2014",197443,"SGD 4,500 (Negotiable)",2,0,915 sqft,85 sqm
Centro Residences ,D20,"16 Mar, 2014",197443,"SGD 4,200 (Negotiable)",2,0,818 sqft,76 sqm
Blue Horizon ,D05,"16 Mar, 2014",197443,"SGD 4,200 (Negotiable)",3,0,"1,163 sqft",108 sqm
Urban Suites ,D09,"16 Mar, 2014",197443,"SGD 9,000 ",3,0,"1,550 sqft",144 sqm
Sunglade ,D19,"16 Mar, 2014",172848,"SGD 4,000 (Offers in Excess of)",3,2,"1,044 sqft",97 sqm
D'Palma ,D14,"16 Mar, 2014",311405,"SGD 4,800 (Negotiable)",2,2,"1,916 sqft",178 sqm
The Parc Condo ,D05,"16 Mar, 2014",171722,"SGD 5,300 (Guide Price)",3,3,"1,421 sqft",132 sqm
The Parc Condo ,D05,"16 Mar, 2014",171722,"SGD 4,600 (Price on Ask)",3,3,"1,216 sqft",113 sqm
Equatorial Apartments ,D15,"16 Mar, 2014",303578,"SGD 6,000 (Negotiable)",4,4,"2,411 sqft",224 sqm
Heritage East ,D15,"16 Mar, 2014",282660,"SGD 2,500 ",1,1,344 sqft,32 sqm
Reflections At Keppel Bay ,D04,"16 Mar, 2014",311405,"SGD 8,500 (Guide Price)",3,0,"1,776 sqft",165 sqm
West Bay Condo ,D05,"16 Mar, 2014",296934,"SGD 3,300 (Negotiable)",2,2,850 sqft,79 sqm
Northvale ,D23,"16 Mar, 2014",296934,"SGD 4,500 (Negotiable)",3,0,"2,719 sqft",253 sqm
Hilltop Grove ,D23,"16 Mar, 2014",296934,"SGD 2,600 (Fixed)",2,0,"1,200 sqft",111 sqm
The Amston ,D23,"16 Mar, 2014",296934,"SGD 2,900 (Fixed)",3,0,"1,313 sqft",122 sqm
Caspian ,D22,"16 Mar, 2014",278946,"SGD 4,300 (Negotiable)",3,3,"1,485 sqft",138 sqm
Regentville ,D19,"16 Mar, 2014",296934,"SGD 3,000 ",2,2,"1,733 sqft",161 sqm
Neptune Court ,D15,"16 Mar, 2014",296934,"SGD 3,300 (Fixed)",3,0,"1,280 sqft",119 sqm
Regentville ,D19,"16 Mar, 2014",296934,"SGD 3,000 (Fixed)",2,0,"1,044 sqft",97 sqm
Lilydale ,D27,"16 Mar, 2014",296934,"SGD 2,900 (Fixed)",3,2,"1,195 sqft",111 sqm
The Minton ,D19,"16 Mar, 2014",296934,"SGD 3,200 ",2,0,"1,087 sqft",101 sqm
Centro Residences ,D20,"16 Mar, 2014",296934,"SGD 4,000 (Fixed)",2,0,818 sqft,76 sqm
Reflections At Keppel Bay ,D04,"16 Mar, 2014",311405,"SGD 5,500 (Negotiable)",2,2,840 sqft,78 sqm
Vacanza@East ,D14,"16 Mar, 2014",286410,"SGD 5,800 (Negotiable)",4,3,"1,927 sqft",179 sqm
Vacanza@East ,D14,"16 Mar, 2014",286410,"SGD 3,800 (Negotiable)",3,2,"1,033 sqft",96 sqm
Caspian ,D22,"16 Mar, 2014",278946,"SGD 3,400 (Guide Price)",3,3,"1,001 sqft",93 sqm
Centro Residences ,D20,"16 Mar, 2014",297281,"SGD 4,100 (Negotiable)",2,0,872 sqft,81 sqm
Kovan Melody ,D19,"16 Mar, 2014",297281,"SGD 3,700 (Negotiable)",2,0,904 sqft,84 sqm
Kovan residences ,D19,"16 Mar, 2014",297281,"SGD 5,700 (Negotiable)",3,0,"1,281 sqft",119 sqm
Kovan residences ,D19,"16 Mar, 2014",297281,"SGD 5,700 (Negotiable)",3,0,"1,281 sqft",119 sqm
Marina Bay Suites ,D01,"16 Mar, 2014",208340,"SGD 8,000 (Negotiable)",3,3,"1,615 sqft",150 sqm
Vacanza@East ,D14,"16 Mar, 2014",25860,"SGD 3,000 (Negotiable)",2,2,820 sqft,76 sqm
The Lumiere ,D02,"16 Mar, 2014",207469,"SGD 5,200 ",2,2,851 sqft,79 sqm
The Balmoral Spring ,D10,"16 Mar, 2014",291031,"SGD 4,600 (Offers in Excess of)",3,2,"1,119 sqft",104 sqm
Vacanza@East ,D14,"16 Mar, 2014",286410,"SGD 3,300 (Negotiable)",2,2,840 sqft,78 sqm
The Lumiere ,D02,"16 Mar, 2014",207469,Price on Ask ,1,1,687 sqft,64 sqm
The Clift ,D01,"16 Mar, 2014",207469,"SGD 4,500 (Price on Ask)",1,0,527 sqft,49 sqm
Heritage View ,D05,"16 Mar, 2014",183638,"SGD 5,000 (Negotiable)",3,3,"1,206 sqft",112 sqm
Vista Residences ,D12,"16 Mar, 2014",299506,"SGD 5,500 ",4,3,"1,281 sqft",119 sqm
Leonie Hill Residences ,D09,"16 Mar, 2014",291288,"SGD 6,500 (Price on Ask)",3,0,"1,389 sqft",129 sqm
SPORTTISWOODE RESIDENCE ,D02,"16 Mar, 2014",291288,"SGD 4,000 (Offers in Excess of)",1,0,603 sqft,56 sqm
The Lumiere ,D02,"16 Mar, 2014",207469,Price on Ask ,1,1,506 sqft,47 sqm
Willyn Ville ,D10,"16 Mar, 2014",324298,"SGD 6,000 (Guide Price)",3,0,"1,600 sqft",149 sqm
Vacanza @ East ,D14,"16 Mar, 2014",286410,"SGD 2,500 (Price on Ask)",1,0,484 sqft,45 sqm
Vacanza@East ,D14,"16 Mar, 2014",286410,"SGD 3,600 (Negotiable)",3,2,"1,033 sqft",96 sqm
Montebleu ,D11,"16 Mar, 2014",207469,"SGD 5,000 ",3,0,"1,141 sqft",106 sqm
Vacanza@East ,D14,"16 Mar, 2014",286410,"SGD 3,000 (Negotiable)",2,2,807 sqft,75 sqm
Centro Residences ,D20,"16 Mar, 2014",207469,Price on Ask ,3,0,"1,744 sqft",162 sqm
Centro Residences ,D20,"16 Mar, 2014",207469,Price on Ask ,2,2,"1,453 sqft",135 sqm
Changi Court ,D16,"16 Mar, 2014",207469,Price on Ask ,3,2,"1,163 sqft",108 sqm
Pastoral View ,D11,"16 Mar, 2014",207469,"SGD 3,500 (Price on Ask)",1,1,614 sqft,57 sqm
The Sail@Marina Bay ,D01,"16 Mar, 2014",290477,"SGD 5,200 (Guide Price)",2,2,861 sqft,80 sqm
Shanghai One ,D10,"16 Mar, 2014",290477,"SGD 3,200 (Guide Price)",1,1,570 sqft,53 sqm
The Clift ,D01,"16 Mar, 2014",207469,"SGD 4,000 (Negotiable)",1,1,572 sqft,53 sqm
Soleil @ Sinaran ,D11,"16 Mar, 2014",289862,"SGD 3,999 (Offers in Excess of)",1,0,506 sqft,47 sqm
Leonie Studio ,D09,"16 Mar, 2014",289862,"SGD 3,999 (Offers in Excess of)",1,0,689 sqft,64 sqm
Aston Mansions ,D14,"16 Mar, 2014",299506,"SGD 1,500 ",1,1,870 sqft,81 sqm
Kovan Grandeur ,D19,"16 Mar, 2014",299506,"SGD 2,800 (Negotiable)",2,2,570 sqft,53 sqm
Fortville ,D15,"16 Mar, 2014",299506,"SGD 3,700 ",1,1,425 sqft,39 sqm
Kovan Grandeur ,D19,"16 Mar, 2014",299506,"SGD 2,800 (Negotiable)",2,2,570 sqft,53 sqm
Fortville ,D15,"16 Mar, 2014",299506,"SGD 3,700 ",1,1,425 sqft,39 sqm
Fortville ,D15,"16 Mar, 2014",299506,"SGD 3,200 (Fixed)",1,1,434 sqft,41 sqm
Fortville ,D15,"16 Mar, 2014",299506,"SGD 3,000 (Fixed)",1,1,290 sqft,27 sqm
Icon ,D02,"16 Mar, 2014",207469,"SGD 4,000 ",1,1,657 sqft,61 sqm
The Summit ,D16,"16 Mar, 2014",107353,"SGD 3,250 ",3,2,"1,249 sqft",116 sqm
Blue Horizon ,D05,"16 Mar, 2014",323291,"SGD 4,200 (Negotiable)",3,0,"1,152 sqft",107 sqm
Blue Horizon ,D05,"16 Mar, 2014",323291,"SGD 4,500 (Negotiable)",3,2,"1,152 sqft",107 sqm
Livia ,D18,"16 Mar, 2014",207469,Price on Ask ,3,2,"1,259 sqft",117 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",25860,"SGD 4,500 (Fixed)",2,2,797 sqft,74 sqm
Horizon Towers ,D09,"16 Mar, 2014",284531,"SGD 9,500 (Guide Price)",3,0,"2,400 sqft",223 sqm
Villa Martia ,D15,"16 Mar, 2014",301098,"SGD 4,500 (Negotiable)",3,0,"1,335 sqft",124 sqm
The Marbella ,D10,"16 Mar, 2014",284531,"SGD 4,900 (Guide Price)",2,2,"1,076 sqft",100 sqm
Cote D'Azur ,D15,"16 Mar, 2014",323867,"SGD 4,100 ",2,0,"1,109 sqft",103 sqm
Sam Kiang Mansions ,D09,"16 Mar, 2014",284531,"SGD 5,000 (Guide Price)",3,0,"1,206 sqft",112 sqm
Paya Lebar Residences ,D19,"16 Mar, 2014",323867,"SGD 4,000 (Negotiable)",3,0,"1,200 sqft",111 sqm
The Oceanfront@Sentosa Cove ,D04,"16 Mar, 2014",207469,"SGD 13,800 ",4,3,"2,820 sqft",262 sqm
SUNBIRD VIEW ,D16 ,"16 Mar, 2014",197925,"SGD 2,800 (Guide Price)",2,0,926 sqft,86 sqm
Maysprings ,D23,"16 Mar, 2014",284531,"SGD 3,200 (Guide Price)",3,0,"1,345 sqft",125 sqm
The Montana ,D10,"16 Mar, 2014",25860,"SGD 3,200 (Negotiable)",1,0,549 sqft,51 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",25860,"SGD 4,000 (Negotiable)",1,1,610 sqft,57 sqm
Sommerville Park ,D10,"16 Mar, 2014",25860,"SGD 3,400 (Negotiable)",1,1,650 sqft,60 sqm
Bayshore Park ,D16,"16 Mar, 2014",25860,"SGD 3,100 ",2,2,936 sqft,87 sqm
The Shore Residences ,D15,"16 Mar, 2014",209163,"SGD 4,500 (Guide Price)",2,3,883 sqft,82 sqm
D'Oasia ,D14,"16 Mar, 2014",285764,"SGD 3,588 (Guide Price)",2,2,861 sqft,80 sqm
Central Imperial ,D14,"16 Mar, 2014",107353,"SGD 2,700 (Offers in Excess of)",2,2,549 sqft,51 sqm
Hillview Green ,D21,"16 Mar, 2014",289587,"SGD 3,700 (Negotiable)",4,4,"1,615 sqft",150 sqm
Park Natura ,D23,"16 Mar, 2014",304302,"SGD 4,500 ",3,2,"1,410 sqft",131 sqm
Park Natura ,D23,"16 Mar, 2014",304302,"SGD 4,400 ",3,0,"1,378 sqft",129 sqm
Hillview Park ,D23,"16 Mar, 2014",304302,"SGD 3,000 (Offers in Excess of)",3,2,"1,227 sqft",114 sqm
Parc Palais ,D21,"16 Mar, 2014",304302,"SGD 3,100 (Negotiable)",3,2,"1,210 sqft",113 sqm
Sherwood Tower ,D21,"16 Mar, 2014",197661,"SGD 3,500 ",3,2,"1,539 sqft",143 sqm
The Gale ,D17,"16 Mar, 2014",116919,"SGD 3,200 (Negotiable)",2,2,915 sqft,85 sqm
Elias Green ,D18,"16 Mar, 2014",283881,Price on Ask ,3,4,"1,550 sqft",144 sqm
The Water Edge ,D14,"16 Mar, 2014",310652,"SGD 2,500 (View to offer)",1,0,463 sqft,43 sqm
The Woodsvale ,D25,"16 Mar, 2014",310652,"SGD 3,500 (Negotiable)",3,3,"1,517 sqft",141 sqm
Orchid Park ,D27,"16 Mar, 2014",310652,Price on Ask ,2,0,958 sqft,89 sqm
Orchid Park ,D27,"16 Mar, 2014",310652,Price on Ask ,3,0,"1,245 sqft",116 sqm
Palm Gardens ,D23,"16 Mar, 2014",207802,"SGD 2,800 (Price on Ask)",2,2,958 sqft,89 sqm
Nassim Jade ,D10,"16 Mar, 2014",279965,"SGD 15,000 (Negotiable)",4,4,"3,300 sqft",307 sqm
Regent Heights ,D23,"16 Mar, 2014",280565,"SGD 3,298 ",3,3,"1,173 sqft",109 sqm
Skypark@Sommerset ,D09,"16 Mar, 2014",286768,"SGD 32,000 ",4,2,"5,974 sqft",555 sqm
Spring Grove ,D10,"16 Mar, 2014",279965,"SGD 8,000 (Negotiable)",3,3,"1,390 sqft",129 sqm
Studio @ Telok Kurau ,D15,"16 Mar, 2014",282575,"SGD 2,300 (Guide Price)",1,1,400 sqft,37 sqm
Duchess Crest ,D10,"16 Mar, 2014",282575,"SGD 9,000 ",4,4,"2,150 sqft",200 sqm
Summerhill ,D21,"16 Mar, 2014",282575,"SGD 3,200 (Guide Price)",3,3,"1,302 sqft",121 sqm
The Trevose ,D11,"16 Mar, 2014",282575,"SGD 5,100 (Guide Price)",3,3,"1,324 sqft",123 sqm
Cairnhill Heights ,D09,"16 Mar, 2014",295154,"SGD 3,999 (Negotiable)",2,1,"1,012 sqft",95 sqm
1 Bedder @ Outram MRT ,D02,"16 Mar, 2014",282575,"SGD 3,200 (Guide Price)",1,1,600 sqft,56 sqm
The Capri ,D10,"16 Mar, 2014",286056,"SGD 5,000 (Negotiable)",3,0,"1,862 sqft",173 sqm
Point Loma ,D11,"16 Mar, 2014",279965,"SGD 8,000 (Negotiable)",4,4,"2,990 sqft",278 sqm
Nassim Jade ,D10,"16 Mar, 2014",279965,"SGD 13,800 (Negotiable)",5,5,"3,300 sqft",307 sqm
De Centurion ,D15,"16 Mar, 2014",286768,"SGD 4,000 ",3,0,"1,044 sqft",97 sqm
Eastern Lagoon II ,D15,"16 Mar, 2014",208269,"SGD 3,200 ",2,2,900 sqft,84 sqm
Cavenagh Lodge ,D09,"16 Mar, 2014",279965,"SGD 5,000 (Negotiable)",2,2,"1,220 sqft",113 sqm
Ue Square ,D09,"16 Mar, 2014",208269,"SGD 4,000 ",2,0,915 sqft,85 sqm
D'Weave ,D14,"16 Mar, 2014",304008,Price on Ask ,2,1,"1,055 sqft",98 sqm
The Clift ,D01,"16 Mar, 2014",279965,"SGD 7,800 (Negotiable)",2,2,"1,080 sqft",100 sqm
Orchard Scotts ,D09,"16 Mar, 2014",279965,"SGD 10,000 (Guide Price)",3,3,"1,650 sqft",153 sqm
Lakepoint Condo ,D22,"16 Mar, 2014",279965,"SGD 5,000 (Negotiable)",3,3,"1,890 sqft",176 sqm
Cavenagh Lodge ,D09,"16 Mar, 2014",279965,"SGD 8,000 (Negotiable)",3,3,"1,690 sqft",157 sqm
Leonie Gardens ,D09,"16 Mar, 2014",279965,"SGD 12,000 (Negotiable)",5,5,"3,700 sqft",344 sqm
The Lakeshore ,D22,"16 Mar, 2014",279965,"SGD 4,000 (Guide Price)",3,3,"1,110 sqft",103 sqm
Gold Coast Condo ,D05,"16 Mar, 2014",279965,"SGD 5,300 (Negotiable)",3,3,"1,572 sqft",146 sqm
15 Robin ,D10,"16 Mar, 2014",279965,"SGD 8,000 (Negotiable)",3,3,"1,830 sqft",171 sqm
1 Bedder @ Dhoby Ghaut MRT ,D09,"16 Mar, 2014",282575,"SGD 3,000 (Guide Price)",1,1,480 sqft,45 sqm
The Dew ,D23,"16 Mar, 2014",279965,"SGD 5,000 (Negotiable)",3,3,"2,335 sqft",217 sqm
Mera Lodge ,D23,"16 Mar, 2014",279965,"SGD 4,500 (Guide Price)",4,4,"1,960 sqft",183 sqm
The Trillium ,D09,"16 Mar, 2014",279000,"SGD 12,000 (View to offer)",4,4,"2,217 sqft",206 sqm
Blossomvale ,D21,"16 Mar, 2014",279965,"SGD 4,800 (Negotiable)",3,3,"1,440 sqft",0 sqm
Maplewoods ,D21,"16 Mar, 2014",279965,"SGD 3,900 (Negotiable)",2,2,850 sqft,79 sqm
Royal Palm Mansion ,D05,"16 Mar, 2014",279965,"SGD 4,000 (Guide Price)",3,3,"1,240 sqft",115 sqm
The Clift ,D01,"16 Mar, 2014",287829,"SGD 5,300 (View to offer)",2,0,786 sqft,73 sqm
Mount Sinai Residences ,D10,"16 Mar, 2014",279965,"SGD 20,000 (Guide Price)",4,4,"6,300 sqft",586 sqm
D'Weave ,D14,"16 Mar, 2014",304008,"SGD 3,150 (View to offer)",2,1,"1,105 sqft",103 sqm
Bagnall Court ,D16,"16 Mar, 2014",197736,"SGD 4,200 (Negotiable)",3,0,"2,500 sqft",232 sqm
19 Shelford Road ,D11,"16 Mar, 2014",332270,"SGD 3,300 (Negotiable)",2,3,883 sqft,82 sqm
The Bayshore ,D16,"16 Mar, 2014",197736,"SGD 3,500 (Negotiable)",2,0,947 sqft,88 sqm
The Clift ,D01,"16 Mar, 2014",279965,"SGD 6,000 (Guide Price)",1,1,780 sqft,72 sqm
Banyan ,D05,"16 Mar, 2014",279965,"SGD 5,000 (Negotiable)",3,3,"1,590 sqft",148 sqm
Vida ,D09,"16 Mar, 2014",279965,"SGD 4,600 (Negotiable)",1,2,770 sqft,72 sqm
Orange Regency ,D10,"16 Mar, 2014",279965,"SGD 7,000 (Guide Price)",4,3,"1,770 sqft",164 sqm
1 Bedder @ Lor Chuan MRT ,D19,"16 Mar, 2014",282575,"SGD 2,100 (Guide Price)",1,1,420 sqft,39 sqm
Duchess Crest ,D10,"16 Mar, 2014",279965,"SGD 8,500 (Negotiable)",4,4,"2,090 sqft",194 sqm
The Tanamera ,D16,"16 Mar, 2014",197736,"SGD 4,300 (Negotiable)",3,0,"1,518 sqft",141 sqm
La Suisse I ,D11,"16 Mar, 2014",279965,"SGD 7,000 (Negotiable)",3,3,"2,110 sqft",197 sqm
Ue Square ,D09,"16 Mar, 2014",279965,"SGD 7,000 (Negotiable)",3,3,"1,490 sqft",138 sqm
Miro ,D11,"16 Mar, 2014",279965,"SGD 5,800 (Negotiable)",2,2,"1,184 sqft",110 sqm
Country Park ,D16,"16 Mar, 2014",197736,"SGD 4,500 ",3,0,"1,368 sqft",127 sqm
Parc Elegance ,D15,"16 Mar, 2014",282997,"SGD 2,500 (Negotiable)",1,1,398 sqft,37 sqm
East Meadows ,D16,"16 Mar, 2014",197736,"SGD 4,150 (Negotiable)",3,0,"1,249 sqft",116 sqm
Orchard Scotts ,D09,"16 Mar, 2014",297374,"SGD 9,400 (Negotiable)",3,0,"1,647 sqft",153 sqm
2 bedder near Eunos MRT ,D14,"16 Mar, 2014",282575,"SGD 2,950 (Negotiable)",2,2,590 sqft,55 sqm
Mont Timah ,D21,"16 Mar, 2014",282575,"SGD 12,000 (Guide Price)",4,5,"4,600 sqft",427 sqm
The Interlace ,D04,"16 Mar, 2014",282575,"SGD 6,000 (Guide Price)",3,3,"1,593 sqft",148 sqm
1 Bedroom @ Paya Lebar MRT ,D14,"16 Mar, 2014",282575,"SGD 2,300 (Guide Price)",1,1,401 sqft,37 sqm
1 Bedroom @ Levender MRT ,D07,"16 Mar, 2014",282575,"SGD 2,350 (Guide Price)",1,1,398 sqft,37 sqm
1 Bedder @ Eunos MRT ,D14,"16 Mar, 2014",282575,"SGD 2,200 (Guide Price)",1,1,420 sqft,39 sqm
Leonie Condotel ,D09,"16 Mar, 2014",297374,"SGD 9,600 (Negotiable)",4,0,"2,715 sqft",252 sqm
Balestier Point ,D12,"16 Mar, 2014",312641,"SGD 3,900 (Negotiable)",2,2,"1,600 sqft",149 sqm
Nassim Regency ,D10,"16 Mar, 2014",297374,"SGD 11,000 (Negotiable)",3,3,"2,024 sqft",189 sqm
The Riverine By The Park ,D07,"16 Mar, 2014",207469,"SGD 12,000 ",4,4,"2,939 sqft",273 sqm
The Beverly ,D21,"16 Mar, 2014",287399,"SGD 6,000 ",4,3,"1,765 sqft",164 sqm
The Beverly ,D21,"16 Mar, 2014",287399,"SGD 7,500 ",4,3,"1,862 sqft",173 sqm
Casabella ,D10,"16 Mar, 2014",288476,"SGD 9,000 (Negotiable)",5,0,"3,280 sqft",305 sqm
Gardenvista ,D21,"16 Mar, 2014",283803,"SGD 4,400 (Negotiable)",3,3,"1,173 sqft",109 sqm
Scotts Square ,D09,"16 Mar, 2014",315260,"SGD 5,600 (Negotiable)",1,1,624 sqft,58 sqm
Summerhill ,D21,"16 Mar, 2014",287399,"SGD 4,000 ",4,3,"1,604 sqft",149 sqm
Orchard Scotts ,D09,"16 Mar, 2014",297374,"SGD 13,800 (Negotiable)",4,0,"2,497 sqft",232 sqm
Scotts 28 ,D09,"16 Mar, 2014",197443,"SGD 6,000 (Fixed)",2,0,"1,098 sqft",102 sqm
Summerhill ,D21,"16 Mar, 2014",287399,"SGD 4,200 (Negotiable)",4,3,"1,604 sqft",149 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",197443,"SGD 5,500 (Guide Price)",2,0,947 sqft,88 sqm
The Gale ,D17,"16 Mar, 2014",294823,"SGD 4,500 ",3,2,"1,346 sqft",125 sqm
The Lumos ,D09,"16 Mar, 2014",285430,Price on Ask ,4,4,"3,305 sqft",308 sqm
The Lumos ,D09,"16 Mar, 2014",285430,Price on Ask ,3,3,"2,422 sqft",226 sqm
THE HOLLAND COLLECTION ,D09,"16 Mar, 2014",280773,"SGD 9,500 ",2,0,"2,723 sqft",253 sqm
Vacanza @ East ,D14,"16 Mar, 2014",287399,"SGD 3,200 (Negotiable)",3,2,807 sqft,75 sqm
The Holland Collection ,D10,"16 Mar, 2014",280773,"SGD 9,500 (Negotiable)",3,0,"1,668 sqft",155 sqm
Rivergate ,D09,"16 Mar, 2014",287399,"SGD 8,500 (Negotiable)",3,2,"1,539 sqft",143 sqm
Park Natura ,D23,"16 Mar, 2014",287399,"SGD 4,200 (Negotiable)",3,2,"1,378 sqft",128 sqm
The Holland Collection ,D10,"16 Mar, 2014",310624,"SGD 9,500 (View to offer)",3,0,"1,668 sqft",155 sqm
Bukit Regency ,D21,"16 Mar, 2014",287399,"SGD 4,000 (Negotiable)",3,2,"1,453 sqft",135 sqm
St Francis Court ,D12,"16 Mar, 2014",331883,"SGD 3,300 (Guide Price)",2,2,"1,100 sqft",102 sqm
St Francis Court ,D12,"16 Mar, 2014",331883,"SGD 3,100 (Guide Price)",2,2,"1,100 sqft",102 sqm
Aspen Heights ,D09,"16 Mar, 2014",285483,"SGD 6,500 (Fixed)",4,0,"1,582 sqft",147 sqm
The Suites @ Central ,D09,"16 Mar, 2014",287399,"SGD 5,000 (Negotiable)",1,1,650 sqft,60 sqm
Terrene at Bukit Timah ,D21,"16 Mar, 2014",287399,"SGD 5,200 (Negotiable)",3,3,"1,900 sqft",177 sqm
Pinevale ,D18,"16 Mar, 2014",280443,"SGD 3,500 ",3,3,"1,389 sqft",129 sqm
Tropicana ,D16,"16 Mar, 2014",280443,"SGD 3,500 (Negotiable)",3,3,"1,700 sqft",158 sqm
Ferraria Park ,D17,"16 Mar, 2014",294823,"SGD 3,400 (Negotiable)",1,2,"1,023 sqft",95 sqm
St Patrick's Residences ,D15,"16 Mar, 2014",294823,"SGD 6,000 (Negotiable)",3,3,"1,496 sqft",139 sqm
Edelweiss Park ,D17,"16 Mar, 2014",294823,"SGD 2,888 ",2,2,947 sqft,88 sqm
The Sail@Marina Bay ,D01,"16 Mar, 2014",294192,"SGD 5,000 (Negotiable)",2,0,883 sqft,82 sqm
Tanglin Park ,D10,"16 Mar, 2014",294192,"SGD 5,000 (Negotiable)",2,0,"1,023 sqft",95 sqm
One Shenton ,D01,"16 Mar, 2014",294192,"SGD 40,000 (Negotiable)",6,0,"9,085 sqft",844 sqm
The Sail@Marina Bay ,D01,"16 Mar, 2014",294192,"SGD 7,500 (Negotiable)",3,0,"1,453 sqft",135 sqm
Marina Bay Residences ,D01,"16 Mar, 2014",294192,"SGD 16,000 ",4,0,"2,100 sqft",195 sqm
The Sail@Marina Bay ,D01,"16 Mar, 2014",294192,"SGD 4,200 ",1,0,678 sqft,63 sqm
Hillington Green ,D23,"16 Mar, 2014",307605,"SGD 4,000 (Negotiable)",3,3,"1,528 sqft",142 sqm
Chantilly Rise ,D23,"16 Mar, 2014",294192,"SGD 3,200 (Negotiable)",3,0,"1,300 sqft",121 sqm
W Residences@Sentosa Cove ,D04,"16 Mar, 2014",294192,"SGD 10,500 (Negotiable)",4,0,"2,067 sqft",192 sqm
The Coast At Sentosa Cove ,D04,"16 Mar, 2014",294192,"SGD 16,500 ",5,0,"4,779 sqft",444 sqm
Costa Del Sol ,D16,"16 Mar, 2014",294192,"SGD 6,900 ",4,0,"1,475 sqft",137 sqm
W Residences@Sentosa Cove ,D04,"16 Mar, 2014",294192,"SGD 8,500 ",3,0,"1,658 sqft",154 sqm
Tribeca ,D09,"16 Mar, 2014",294192,"SGD 8,000 (Negotiable)",3,0,"1,765 sqft",164 sqm
