Condo Name,District,Date Posted,Agent Id,Price,Beds,Bathrooms,Sq Feet,Sq Meter
Visioncrest Residence ,D09,"16 Mar, 2014",280819,"SGD 5,400 (Negotiable)",2,2,947 sqft,88 sqm
Parc Sophia ,D09,"16 Mar, 2014",280819,"SGD 3,500 (Negotiable)",1,1,667 sqft,62 sqm
The SOUND ,D15,"16 Mar, 2014",204606,"SGD 3,800 (Guide Price)",1,0,624 sqft,58 sqm
Simei Green ,D18,"16 Mar, 2014",285430,"SGD 3,300 ",3,2,970 sqft,90 sqm
Amber Glades ,D15,"16 Mar, 2014",204606,"SGD 5,100 ",3,0,"1,249 sqft",116 sqm
106 Yishun Ring Road ,D27,"16 Mar, 2014",208081,Price on Ask ,1,0,800 sqft,74 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 6,500 (Negotiable)",4,3,"1,432 sqft",134 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 5,500 (Negotiable)",3,3,"1,292 sqft",121 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,800 (Negotiable)",2,2,"1,054 sqft",98 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,400 (Negotiable)",2,2,893 sqft,83 sqm
Ferraria Park ,D17,"16 Mar, 2014",302376,"SGD 3,200 (Negotiable)",2,2,987 sqft,92 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,200 (Negotiable)",2,2,926 sqft,87 sqm
Jalan Tumpu ,D23,"16 Mar, 2014",280819,"SGD 3,700 (Guide Price)",2,2,"1,000 sqft",93 sqm
Jalan Tumpu ,D21,"16 Mar, 2014",280819,"SGD 3,700 (Guide Price)",2,2,"1,000 sqft",93 sqm
Jalan Tumpu ,D11,"16 Mar, 2014",280819,"SGD 3,700 (Guide Price)",2,2,"1,000 sqft",93 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 4,500 (Offers in Excess of)",2,2,926 sqft,87 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 4,700 (Negotiable)",2,2,948 sqft,89 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,800 (Negotiable)",3,3,"1,154 sqft",108 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 4,500 ",2,2,948 sqft,89 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 4,200 (Offers in Excess of)",2,2,797 sqft,75 sqm
Regent Heights ,D23,"16 Mar, 2014",280565,"SGD 2,650 ",1,0,"1,040 sqft",97 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 3,600 (Offers in Excess of)",1,1,624 sqft,58 sqm
Le Hill ,D05,"16 Mar, 2014",317611,"SGD 3,900 (Guide Price)",3,0,"1,200 sqft",111 sqm
The Sail@Marina Bay ,D01,"16 Mar, 2014",317611,"SGD 12,000 (Price on Ask)",4,3,"2,089 sqft",194 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 3,350 (Offers in Excess of)",1,1,592 sqft,55 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 3,400 (Negotiable)",1,1,592 sqft,55 sqm
The Laurels ,D09,"16 Mar, 2014",320938,"SGD 4,200 ",1,0,549 sqft,51 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 3,300 ",1,1,603 sqft,57 sqm
Rafflesia ,D20,"16 Mar, 2014",322541,"SGD 4,200 (Negotiable)",2,2,915 sqft,85 sqm
The Cosmopolitan ,D09,"16 Mar, 2014",322541,"SGD 8,300 (Negotiable)",4,3,"1,679 sqft",156 sqm
Tiara ,D09,"16 Mar, 2014",322541,"SGD 4,500 (Negotiable)",2,1,900 sqft,84 sqm
International Plaza ,D02,"16 Mar, 2014",322541,"SGD 3,000 (Negotiable)",1,1,430 sqft,40 sqm
Cavan Suites ,D08,"16 Mar, 2014",322541,"SGD 2,600 (Negotiable)",1,1,400 sqft,37 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 3,400 (Negotiable)",1,1,603 sqft,57 sqm
Parc Haven ,D12,"16 Mar, 2014",322541,"SGD 2,500 (Negotiable)",1,1,450 sqft,42 sqm
Mackenzie Regency ,D09,"16 Mar, 2014",322541,"SGD 3,000 (Negotiable)",1,1,580 sqft,54 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 6,500 (Negotiable)",3,3,"1,421 sqft",133 sqm
Kemaman Point ,D12,"16 Mar, 2014",322541,"SGD 3,100 (Guide Price)",2,2,861 sqft,80 sqm
Ardmore Park ,D10,"16 Mar, 2014",284223,"SGD 18,000 (Fixed)",4,0,"2,024 sqft",188 sqm
Hoa Nam Building ,D08,"16 Mar, 2014",322541,"SGD 2,200 (Negotiable)",1,1,450 sqft,42 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 4,600 (Negotiable)",2,2,926 sqft,87 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 3,500 (Negotiable)",1,1,624 sqft,58 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 3,400 (Negotiable)",1,1,624 sqft,58 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 7,000 (Negotiable)",3,3,"1,432 sqft",134 sqm
De Centurion ,D15,"16 Mar, 2014",301335,"SGD 2,900 ",1,1,570 sqft,53 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 5,400 (Negotiable)",3,3,"1,292 sqft",121 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 5,800 (Negotiable)",3,3,"1,292 sqft",121 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 5,600 (Negotiable)",3,3,"1,292 sqft",121 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,400 (Negotiable)",2,2,872 sqft,82 sqm
Centro Residences ,D20,"16 Mar, 2014",291699,"SGD 4,600 (Negotiable)",3,2,"1,001 sqft",93 sqm
Centro Residences ,D20,"16 Mar, 2014",291699,"SGD 5,000 (Negotiable)",3,2,926 sqft,86 sqm
Vista Residences ,D12,"16 Mar, 2014",291699,"SGD 5,200 (Negotiable)",3,3,"1,206 sqft",112 sqm
Centro Residences ,D20,"16 Mar, 2014",291699,"SGD 3,800 (Guide Price)",2,2,743 sqft,69 sqm
Centro Residences ,D20,"16 Mar, 2014",291699,"SGD 4,200 (Guide Price)",3,2,"1,001 sqft",93 sqm
Centro Residences ,D20,"16 Mar, 2014",291699,"SGD 4,200 (Negotiable)",2,2,818 sqft,76 sqm
Centro Residences ,D20,"16 Mar, 2014",291699,"SGD 4,200 (Negotiable)",2,2,764 sqft,71 sqm
Centro Residences ,D20,"16 Mar, 2014",291699,"SGD 4,500 (Guide Price)",3,2,904 sqft,84 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,200 (Negotiable)",2,2,872 sqft,82 sqm
Surrey Court ,D11,"16 Mar, 2014",322541,"SGD 3,200 (View to offer)",2,0,766 sqft,71 sqm
Este Villa ,D28,"16 Mar, 2014",309348,"SGD 7,800 (Negotiable)",5,5,"3,401 sqft",316 sqm
Thomson View Condo ,D20,"16 Mar, 2014",309348,"SGD 4,500 (Negotiable)",3,0,"2,024 sqft",188 sqm
Blossomvale ,D21,"16 Mar, 2014",309348,"SGD 4,900 (Negotiable)",3,2,"1,350 sqft",125 sqm
Chantilly Rise ,D23,"16 Mar, 2014",309348,"SGD 2,600 (Negotiable)",1,1,624 sqft,58 sqm
Hillington Green ,D23,"16 Mar, 2014",309348,"SGD 3,700 (Negotiable)",3,2,"1,528 sqft",142 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,600 (Negotiable)",2,2,926 sqft,87 sqm
Athena Ville ,D14,"16 Mar, 2014",309348,"SGD 3,000 (Fixed)",2,2,"1,023 sqft",95 sqm
Este Villa ,D28,"16 Mar, 2014",309348,"SGD 8,000 (Negotiable)",7,5,"3,412 sqft",317 sqm
Thomson View Condo ,D20,"16 Mar, 2014",309348,"SGD 5,800 (Negotiable)",4,3,"3,800 sqft",353 sqm
Orchid Park Condo ,D27,"16 Mar, 2014",309348,"SGD 2,700 (Negotiable)",2,0,900 sqft,84 sqm
Hume Park II ,D21,"16 Mar, 2014",309348,"SGD 2,850 (Negotiable)",2,2,"1,023 sqft",95 sqm
Euphony Gardens ,D27,"16 Mar, 2014",309348,"SGD 3,500 (Negotiable)",4,3,"1,475 sqft",137 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,400 (Negotiable)",2,2,926 sqft,87 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 3,400 (Negotiable)",1,1,592 sqft,55 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 3,500 (Negotiable)",1,1,700 sqft,66 sqm
Serenity Park ,D28,"16 Mar, 2014",298187,"SGD 3,300 (Price on Ask)",3,0,"1,313 sqft",122 sqm
Amber Glades  ,D15,"16 Mar, 2014",298187,"SGD 6,100 (Guide Price)",4,0,"1,668 sqft",155 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 3,500 (Negotiable)",1,1,592 sqft,55 sqm
Botannia ,D05,"16 Mar, 2014",287014,"SGD 4,400 (Negotiable)",3,0,"1,216 sqft",113 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 6,000 (Negotiable)",3,3,"1,500 sqft",140 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,800 (Negotiable)",2,2,926 sqft,87 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,800 (Negotiable)",2,2,"1,141 sqft",106 sqm
Parc Emily ,D09,"16 Mar, 2014",312744,Price on Ask ,2,0,893 sqft,83 sqm
One-North Residences ,D05,"16 Mar, 2014",312744,Price on Ask ,1,0,591 sqft,55 sqm
Haig Court ,D15,"16 Mar, 2014",312744,Price on Ask ,3,0,"1,453 sqft",135 sqm
Belle Vue Residences ,D09,"16 Mar, 2014",312744,Price on Ask ,3,0,"3,300 sqft",307 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 5,000 (Negotiable)",2,3,"1,292 sqft",121 sqm
Scotts 28 ,D09,"16 Mar, 2014",312744,Price on Ask ,2,0,"1,000 sqft",93 sqm
Varsity Park Condominium ,D05,"16 Mar, 2014",312744,Price on Ask ,3,0,"2,325 sqft",216 sqm
Marina Bay Suites ,D01,"16 Mar, 2014",312744,Price on Ask ,4,0,"2,056 sqft",191 sqm
St Thomas Court ,D09,"16 Mar, 2014",312744,Price on Ask ,3,0,"1,100 sqft",102 sqm
Pearl's Centre ,D01,"16 Mar, 2014",312744,Price on Ask ,2,0,900 sqft,84 sqm
Costa Del Sol ,D16,"16 Mar, 2014",312744,Price on Ask ,4,0,"1,500 sqft",139 sqm
Parc Sophia ,D09,"16 Mar, 2014",312744,Price on Ask ,1,0,474 sqft,44 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 4,300 (Guide Price)",2,2,900 sqft,84 sqm
The Shore Residences ,D15,"16 Mar, 2014",281083,"SGD 3,300 (Guide Price)",1,1,592 sqft,55 sqm
Questa@Dunman ,D15,"16 Mar, 2014",281083,"SGD 3,300 (Guide Price)",2,0,753 sqft,70 sqm
Questa@Dunman ,D15,"16 Mar, 2014",281083,"SGD 3,500 (Negotiable)",2,2,807 sqft,75 sqm
Reflections At Keppel Bay ,D04,"16 Mar, 2014",281083,"SGD 5,500 (Negotiable)",2,0,"1,098 sqft",103 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",281083,"SGD 4,800 (Offers in Excess of)",2,2,958 sqft,89 sqm
The Oliv@Balmoral ,D09,"16 Mar, 2014",298187,"SGD 16,000 (Offers in Excess of)",4,0,"3,337 sqft",310 sqm
Hillview Heights ,D23,"16 Mar, 2014",307605,"SGD 2,800 (Negotiable)",2,2,980 sqft,91 sqm
Regentville ,D19,"16 Mar, 2014",281039,"SGD 3,200 (Negotiable)",2,0,980 sqft,91 sqm
Tree House ,D23,"16 Mar, 2014",287923,"SGD 3,500 (Negotiable)",2,0,"1,098 sqft",102 sqm
Alessandrea ,D03,"16 Mar, 2014",208267,"SGD 4,400 (Negotiable)",3,2,"1,001 sqft",93 sqm
Alessandrea ,D03,"16 Mar, 2014",208267,"SGD 5,500 (View to offer)",3,2,"2,034 sqft",189 sqm
Aquarius By The Park ,D16,"16 Mar, 2014",283447,"SGD 3,500 ",3,0,"1,206 sqft",112 sqm
Aquarius By The Park ,D16,"16 Mar, 2014",283447,"SGD 3,500 ",3,0,"1,324 sqft",123 sqm
Parc Elegance ,D15,"16 Mar, 2014",287923,"SGD 2,800 (Negotiable)",2,0,495 sqft,46 sqm
Soho Life ,D15,"16 Mar, 2014",283447,"SGD 2,000 ",1,0,344 sqft,32 sqm
Soho Life ,D15,"16 Mar, 2014",283447,"SGD 2,100 ",1,0,398 sqft,37 sqm
Aquarius By The Park ,D16,"16 Mar, 2014",283447,"SGD 3,500 ",3,0,"1,227 sqft",114 sqm
Parc Elegance ,D15,"16 Mar, 2014",283447,"SGD 2,350 ",1,0,474 sqft,44 sqm
Vacanza@East ,D14,"16 Mar, 2014",283447,"SGD 5,000 ",4,0,"1,950 sqft",181 sqm
16@Amber ,D15,"16 Mar, 2014",283447,"SGD 2,500 ",1,0,420 sqft,39 sqm
10 Shelford ,D11,"16 Mar, 2014",283447,"SGD 4,200 ",1,2,818 sqft,76 sqm
Vacanza@East ,D14,"16 Mar, 2014",283447,"SGD 5,990 ",4,3,"1,950 sqft",181 sqm
Ascentia Sky ,D03,"16 Mar, 2014",290512,"SGD 8,000 ",4,0,"1,819 sqft",169 sqm
Park Natura ,D23,"16 Mar, 2014",287399,"SGD 6,500 (Negotiable)",4,3,"2,034 sqft",189 sqm
Beacon Heights ,D12,"16 Mar, 2014",288797,"SGD 3,100 (Price on Ask)",1,1,667 sqft,62 sqm
Hume Park II ,D21,"16 Mar, 2014",288797,"SGD 3,600 (Negotiable)",3,3,"1,475 sqft",137 sqm
Parc Vista ,D22,"16 Mar, 2014",287136,"SGD 3,500 (Negotiable)",3,3,"1,281 sqft",119 sqm
The Clift ,D01,"16 Mar, 2014",297505,"SGD 5,700 (Negotiable)",1,1,786 sqft,73 sqm
Villa Azura ,D10,"16 Mar, 2014",297505,"SGD 6,300 ",4,0,"1,765 sqft",164 sqm
Serenity Park ,D28,"16 Mar, 2014",297505,"SGD 3,300 (Negotiable)",3,2,"1,313 sqft",122 sqm
Pastoral View ,D11,"16 Mar, 2014",297505,"SGD 4,300 ",2,0,"1,012 sqft",94 sqm
Orange Regency ,D09,"16 Mar, 2014",297505,"SGD 7,300 (Negotiable)",4,2,"1,776 sqft",165 sqm
Laguna Green ,D15,"16 Mar, 2014",297505,"SGD 6,600 ",4,0,"2,228 sqft",207 sqm
Gold Palm Mansions ,D15,"16 Mar, 2014",297505,"SGD 4,300 ",3,0,"1,173 sqft",109 sqm
Vida ,D09,"16 Mar, 2014",297505,"SGD 7,200 ",2,0,"1,324 sqft",123 sqm
Vista Residences ,D12,"16 Mar, 2014",308383,"SGD 3,500 (Negotiable)",1,2,646 sqft,60 sqm
Parc Oasis ,D22,"16 Mar, 2014",330319,"SGD 4,000 (Guide Price)",3,0,"1,378 sqft",128 sqm
Northvale ,D23,"16 Mar, 2014",207802,"SGD 3,000 (Price on Ask)",2,2,"1,302 sqft",121 sqm
Casa Merah ,D16,"16 Mar, 2014",323541,"SGD 4,200 (Negotiable)",3,3,"1,249 sqft",116 sqm
One Amber ,D15,"16 Mar, 2014",323541,"SGD 5,300 (Negotiable)",3,3,"1,442 sqft",134 sqm
Ventura Heights ,D10,"16 Mar, 2014",323541,"SGD 8,500 (Negotiable)",4,5,"4,700 sqft",437 sqm
Regent Heights ,D23,"16 Mar, 2014",287399,"SGD 3,000 (Negotiable)",3,2,"1,023 sqft",95 sqm
Vista Residences ,D12,"16 Mar, 2014",308383,"SGD 3,300 (View to offer)",1,2,635 sqft,59 sqm
Tree House ,D23,"16 Mar, 2014",300026,"SGD 3,401 (Guide Price)",3,0,"1,152 sqft",107 sqm
City Square Residences ,D08,"16 Mar, 2014",317208,"SGD 3,500 ",1,0,570 sqft,53 sqm
Hillview Green ,D23,"16 Mar, 2014",314188,"SGD 3,000 (View to offer)",3,0,"1,300 sqft",121 sqm
Tembeling Lodge ,D15,"16 Mar, 2014",200715,"SGD 2,300 (Negotiable)",1,1,550 sqft,51 sqm
The Lumos ,D09,"16 Mar, 2014",200715,"SGD 10,700 (Guide Price)",4,5,"2,433 sqft",226 sqm
CityVista Residences ,D09,"16 Mar, 2014",200715,"SGD 8,500 (Guide Price)",3,3,"2,142 sqft",199 sqm
Tembeling Lodge ,D15,"16 Mar, 2014",200715,"SGD 1,900 (Negotiable)",1,1,400 sqft,37 sqm
The Lumos ,D09,"16 Mar, 2014",200715,"SGD 7,800 (Guide Price)",3,3,"1,755 sqft",163 sqm
Chun Tin Court ,D21,"16 Mar, 2014",309589,"SGD 2,500 (Guide Price)",1,2,"1,200 sqft",111 sqm
Chun Tin Court ,D21,"16 Mar, 2014",309589,"SGD 2,600 (Price on Ask)",1,2,"1,200 sqft",111 sqm
Elias Green ,D18,"16 Mar, 2014",288323,"SGD 3,400 (Negotiable)",3,2,"1,550 sqft",144 sqm
River Place ,D03,"16 Mar, 2014",173965,"SGD 4,500 (Guide Price)",1,1,818 sqft,76 sqm
The Minton ,D19,"16 Mar, 2014",305216,"SGD 3,500 ",2,2,980 sqft,91 sqm
City Regency ,D12,"16 Mar, 2014",333689,"SGD 2,500 (Negotiable)",1,1,517 sqft,48 sqm
Ris Grandeur ,D18,"16 Mar, 2014",283378,"SGD 3,200 (Negotiable)",2,2,"1,066 sqft",99 sqm
Domus ,D12,"16 Mar, 2014",304344,"SGD 4,900 (Negotiable)",2,2,904 sqft,84 sqm
Mera Springs ,D08,"16 Mar, 2014",313474,"SGD 4,600 (Guide Price)",3,0,"1,292 sqft",120 sqm
Pine Grove ,D21,"16 Mar, 2014",304344,"SGD 4,500 (Negotiable)",3,2,"1,755 sqft",163 sqm
Jupiter 18 ,D15,"16 Mar, 2014",304344,"SGD 2,500 (Negotiable)",1,1,431 sqft,40 sqm
The Vermont On Cairnhill ,D09,"16 Mar, 2014",294497,"SGD 4,500 (Negotiable)",1,1,527 sqft,49 sqm
Lilydale ,D27,"16 Mar, 2014",308281,"SGD 2,700 ",3,0,"1,100 sqft",102 sqm
Novena Court ,D11,"16 Mar, 2014",172649,"SGD 3,300 (Offers in Excess of)",3,2,900 sqft,84 sqm
Serenity Park ,D28,"16 Mar, 2014",323637,"SGD 3,500 (Negotiable)",3,0,"1,313 sqft",122 sqm
Sunflower Lodge ,D14,"16 Mar, 2014",323365,"SGD 3,200 ",3,0,"1,023 sqft",95 sqm
Palm Gardens ,D23,"16 Mar, 2014",323365,"SGD 2,500 ",2,0,926 sqft,86 sqm
Central Green Condo ,D03,"16 Mar, 2014",286307,"SGD 3,500 (View to offer)",1,1,764 sqft,71 sqm
Tulip Garden ,D10,"16 Mar, 2014",323365,"SGD 4,200 ",3,0,"1,701 sqft",158 sqm
Pinnacle 16 ,D12,"16 Mar, 2014",323365,"SGD 4,000 ",2,0,968 sqft,90 sqm
The Esta ,D15,"16 Mar, 2014",323365,"SGD 5,500 (Negotiable)",3,0,"1,399 sqft",130 sqm
Pastoral View ,D11,"16 Mar, 2014",323637,"SGD 4,300 (Negotiable)",2,0,990 sqft,92 sqm
Gold Palm Mansions ,D15,"16 Mar, 2014",323637,"SGD 3,500 (Negotiable)",2,0,850 sqft,79 sqm
Cavenagh Lodge ,D09,"16 Mar, 2014",323637,"SGD 5,600 (Negotiable)",3,0,"1,353 sqft",126 sqm
Cavenagh Lodge ,D09,"16 Mar, 2014",323637,"SGD 3,700 (Negotiable)",1,0,626 sqft,58 sqm
The Oceanfront@Sentosa Cove ,D04,"16 Mar, 2014",279672,"SGD 7,600 ",3,4,"1,905 sqft",177 sqm
Flame Tree Park ,D20,"16 Mar, 2014",325760,"SGD 3,900 (Guide Price)",3,3,"1,800 sqft",167 sqm
Azalea Park ,D17,"16 Mar, 2014",279672,"SGD 3,100 ",3,3,"1,335 sqft",125 sqm
Spottiswoode Residences ,D02,"16 Mar, 2014",279672,"SGD 4,500 ",2,2,796 sqft,74 sqm
Icon ,D02,"16 Mar, 2014",279672,"SGD 4,400 ",1,1,839 sqft,78 sqm
Concourse Skyline ,D07,"16 Mar, 2014",305347,"SGD 6,500 (Offers in Excess of)",3,0,"1,335 sqft",124 sqm
Concourse Skyline ,D07,"16 Mar, 2014",305347,"SGD 5,000 (Offers in Excess of)",2,0,"1,098 sqft",102 sqm
Concourse Skyline ,D07,"16 Mar, 2014",305347,"SGD 4,000 (Offers in Excess of)",1,0,797 sqft,74 sqm
Beaverton court ,D10,"16 Mar, 2014",333445,"SGD 5,500 ",3,3,"2,056 sqft",191 sqm
Icon ,D02,"16 Mar, 2014",309353,"SGD 4,400 (Negotiable)",1,1,657 sqft,61 sqm
River Place ,D03,"16 Mar, 2014",333667,"SGD 6,600 ",3,3,"1,582 sqft",147 sqm
The Sail  Marina Bay ,D01,"16 Mar, 2014",319843,"SGD 3,800 (Negotiable)",1,1,678 sqft,63 sqm
Ardmore Residence ,D10,"16 Mar, 2014",319843,"SGD 19,000 (Negotiable)",4,4,"3,186 sqft",296 sqm
Sky  Eleven ,D11,"16 Mar, 2014",319843,"SGD 11,500 (Guide Price)",4,4,"2,713 sqft",252 sqm
Ardmore Park ,D10,"16 Mar, 2014",319843,"SGD 18,000 (Negotiable)",4,5,"2,885 sqft",268 sqm
Botannia ,D05,"16 Mar, 2014",319843,"SGD 4,200 (Negotiable)",3,3,"1,270 sqft",118 sqm
The Stellar ,D05,"16 Mar, 2014",316011,"SGD 6,000 (Negotiable)",3,0,"1,400 sqft",130 sqm
Neptune Court ,D15,"16 Mar, 2014",332459,"SGD 3,200 (Negotiable)",3,2,"1,300 sqft",121 sqm
St Thomas Suites ,D09,"16 Mar, 2014",316011,"SGD 11,000 (Negotiable)",4,0,"2,013 sqft",187 sqm
Icon ,D02,"16 Mar, 2014",316011,"SGD 6,500 (Negotiable)",2,0,"1,050 sqft",98 sqm
Parc Sophia ,D09,"16 Mar, 2014",316011,"SGD 3,500 (Negotiable)",1,0,474 sqft,44 sqm
90 Holland Road ,D10,"16 Mar, 2014",316011,"SGD 4,600 (Negotiable)",2,0,"1,120 sqft",104 sqm
The Draycott ,D10,"16 Mar, 2014",319970,"SGD 9,000 (Offers in Excess of)",3,0,"2,650 sqft",246 sqm
Seascape ,D04,"16 Mar, 2014",319970,"SGD 12,000 (Negotiable)",3,0,"2,168 sqft",201 sqm
Nassim 9 ,D10,"16 Mar, 2014",319970,"SGD 15,000 (Negotiable)",4,0,"3,249 sqft",302 sqm
Centro Residences ,D20,"16 Mar, 2014",316011,"SGD 5,000 (Negotiable)",3,0,904 sqft,84 sqm
Mandarin Gardens ,D15,"16 Mar, 2014",279279,"SGD 3,000 (Offers in Excess of)",1,1,829 sqft,77 sqm
Waterview ,D18,"16 Mar, 2014",316011,"SGD 7,500 (Negotiable)",4,0,"3,584 sqft",333 sqm
Melville Park ,D18,"16 Mar, 2014",283226,"SGD 3,400 (Negotiable)",3,3,"1,206 sqft",112 sqm
Bukit Regency ,D21,"16 Mar, 2014",335790,"SGD 4,500 ",4,0,"1,656 sqft",154 sqm
The Estuary  Yishun ,D27,"16 Mar, 2014",297804,"SGD 3,800 (Guide Price)",3,3,"1,313 sqft",122 sqm
Waterfront Key ,D16,"16 Mar, 2014",297804,"SGD 3,600 (Guide Price)",2,3,914 sqft,85 sqm
Spring Grove ,D10,"16 Mar, 2014",287760,"SGD 6,500 (View to offer)",3,3,"1,389 sqft",129 sqm
The Hamilton Scotts ,D09,"16 Mar, 2014",287760,"SGD 20,000 ",3,4,"2,800 sqft",260 sqm
Ocean Park ,D15,"16 Mar, 2014",287760,"SGD 5,600 (Negotiable)",3,3,"2,110 sqft",196 sqm
Gold Palm Mansions ,D15,"16 Mar, 2014",287760,"SGD 5,800 ",3,2,"1,173 sqft",109 sqm
Nassim Jade ,D10,"16 Mar, 2014",287760,"SGD 15,000 (View to offer)",5,6,"3,300 sqft",307 sqm
38 Amber Road ,D15,"16 Mar, 2014",287760,"SGD 4,500 (Offers in Excess of)",3,3,"1,195 sqft",111 sqm
La Suisse I ,D11,"16 Mar, 2014",287760,"SGD 7,000 (Price on Ask)",3,3,"2,110 sqft",196 sqm
La Suisse II ,D11,"16 Mar, 2014",287760,"SGD 5,000 (Price on Ask)",4,0,"2,131 sqft",198 sqm
Villa Delle Rose ,D10,"16 Mar, 2014",287760,"SGD 8,600 ",3,4,"2,800 sqft",260 sqm
Parc Emily ,D09,"16 Mar, 2014",279102,"SGD 3,850 ",1,1,603 sqft,56 sqm
The Interlace ,D04,"16 Mar, 2014",279102,"SGD 4,700 ",2,2,960 sqft,89 sqm
The Summit ,D16,"16 Mar, 2014",279102,"SGD 3,000 ",2,2,840 sqft,78 sqm
Caribbean at Keppel Bay ,D04,"16 Mar, 2014",279102,"SGD 5,000 ",2,2,893 sqft,83 sqm
The Interlace ,D04,"16 Mar, 2014",312251,"SGD 4,800 (Negotiable)",2,2,807 sqft,75 sqm
Vertis ,D15,"16 Mar, 2014",282594,"SGD 3,800 ",2,2,"1,206 sqft",112 sqm
City Regency ,D12,"16 Mar, 2014",308201,"SGD 2,400 (Guide Price)",1,1,517 sqft,48 sqm
Questa@Dunman ,D15,"16 Mar, 2014",316259,"SGD 3,400 (Negotiable)",2,2,785 sqft,73 sqm
The Eden At Tampines ,D18,"16 Mar, 2014",316259,"SGD 3,300 (Negotiable)",3,2,"1,238 sqft",115 sqm
Riverside Piazza ,D01,"16 Mar, 2014",325722,"SGD 5,700 (Negotiable)",1,0,753 sqft,70 sqm
Botannia ,D05,"16 Mar, 2014",172832,"SGD 4,500 ",3,2,"1,216 sqft",113 sqm
Varsity Park Condominium ,D05,"16 Mar, 2014",172832,"SGD 7,300 ",4,3,"2,379 sqft",221 sqm
Centro Residences ,D20,"16 Mar, 2014",288570,"SGD 8,800 ",4,4,"2,390 sqft",222 sqm
Viz at Holland ,D10,"16 Mar, 2014",288570,"SGD 10,500 ",4,3,"2,454 sqft",228 sqm
Harbour View Towers ,D04,"16 Mar, 2014",288570,"SGD 5,700 (Guide Price)",3,2,"1,206 sqft",112 sqm
Waterview ,D18,"16 Mar, 2014",206828,"SGD 3,000 (Offers in Excess of)",2,2,786 sqft,73 sqm
Centro Residences ,D20,"16 Mar, 2014",288570,"SGD 4,800 ",2,2,"1,453 sqft",135 sqm
Newton Suites ,D11,"16 Mar, 2014",288570,"SGD 4,999 ",2,2,797 sqft,74 sqm
Savannah Condopark ,D18,"16 Mar, 2014",288570,"SGD 3,900 (Negotiable)",3,3,"1,453 sqft",135 sqm
Waterview ,D18,"16 Mar, 2014",206828,"SGD 3,500 (Offers in Excess of)",3,2,"1,130 sqft",105 sqm
Waterview ,D18,"16 Mar, 2014",206828,"SGD 4,000 (Offers in Excess of)",4,3,"1,216 sqft",113 sqm
Waterview ,D18,"16 Mar, 2014",206828,"SGD 6,999 (Offers in Excess of)",5,5,"3,358 sqft",312 sqm
Siglap Centre ,D15,"16 Mar, 2014",331869,"SGD 3,600 ",3,3,"1,673 sqft",155 sqm
The Clift ,D01,"16 Mar, 2014",331869,"SGD 5,600 (Price on Ask)",1,0,775 sqft,72 sqm
The Sound ,D15,"16 Mar, 2014",331869,"SGD 3,800 (Negotiable)",1,0,624 sqft,58 sqm
